The user 12345 (AdminName) accessed the system at 7/25/2022 on 3:10:11 AM
The user 12345 (AdminName) logged out of the system at 7/25/2022 on 3:10:22 AM
The user AdminName (12345) accessed the system at 7/25/2022 on 3:16:18 AM
The user AdminName (12345) logged out of the system at 7/25/2022 on 3:16:26 AM
The user AdminName (12345) accessed the system at 7/25/2022 on 3:43:15 AM
The user AdminName (12345) logged out of the system at 7/25/2022 on 3:43:24 AM
